,3d_image,angle,bbox_max_x,bbox_max_y,bbox_max_z,bbox_min_x,bbox_min_y,bbox_min_z,bf_clip_hi,bf_clip_lo,cell_height,cell_stage,cell_surface_area,cell_volume,CellId,Cellular Component,center_slice,Description (from Uniprot),dna_clip_hi,dna_clip_lo,edge_flag,fits_x,fits_y,fits_z,FOVId,gene,InstrumentId,max_projection_x,max_projection_y,max_projection_z,mean_projection_x,mean_projection_y,mean_projection_z,median_projection_x,median_projection_y,median_projection_z,membrane_clip_hi,membrane_clip_lo,meta_colony_area,meta_colony_centroid,meta_colony_label,meta_fov_edgedist,meta_fov_outside_overview,meta_fov_position,meta_fov_xcoord,meta_fov_ycoord,meta_imaging_mode,meta_plate_bad_segmentation,meta_plate_confluency,meta_well_passage_at_imaging,meta_well_passage_at_thaw,nuclear_height,nuclear_surface_area,nuclear_volume,PiezoId,PlateId,Protein,ProtocolId,scale_micron,shape_mode_1_height,shape_mode_2_volume,shape_mode_3_major_tilt,shape_mode_4_minor_tilt,shape_mode_5_elongation,shape_mode_6_bean-ness,shape_mode_7_pear-ness,shape_mode_8_wedge,Structure,structure_clip_hi,structure_clip_lo,structure_connected_components,structure_volume,this_cell_index,this_cell_nbr_complete,this_cell_nbr_dist_2d,WellId,WorkflowId,split
32702,s3://allencell-hipsc-cytodata/register/451034.ome.zarr,-44.096578227925555,334,289,146,104,95,20,48477.0,35780.0,13.758291,M0,1804.228202561526,2462.520572720428,451034,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/451034.ome.tiff,"Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.
Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex. Cooperatively with RAD23B appears to stabilize XPC. In vitro, stimulates DNA binding of the XPC:RAD23B dimer.
The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs. The orientation of XPC complex binding appears to be crucial for inducing a productive NER. XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery. Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation. Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.
As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores",488.0,406.0,0,True,True,True,10029,CETN2,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/451034.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/451034.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/451034.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/451034.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/451034.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/451034.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/451034.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/451034.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/451034.ome.tiff,4124.0,1248.0,32353.0,"(986, 577)",33.0,8.94,False,center,696.0,919.0,Mode C,False,0.18,26.0,22.0,9.316638,664.471049817402,743.0559204939519,Interactive,3500001656,centrin-2,Old,"[0.108333, 0.108333, 0.108333]",1.8636,0.9209,-0.7407,1.1936,-0.5635,-1.9245,0.287,0.6586,centrioles,800,440,2.0,0.0007855989404891701,8,0,"[(451031, 183.43625805928548), (451033, 190.69818360344135), (451043, 191.35312191892382), (451062, 101.45318827370424), (451068, 146.62732387625624)]",84546,['Pipeline 4.2'],test
50269,s3://allencell-hipsc-cytodata/register/291528.ome.zarr,9.216794044902393,286,249,89,52,78,16,24729.0,18472.0,8.016642,M0,1306.667097823482,1772.68928302565,291528,nuclear periphery,s3://allencell-hipsc-cytodata/center_slice/291528.ome.tiff,"Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin.",428.0,396.0,0,True,True,True,2009,LMNB1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/291528.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/291528.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/291528.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/291528.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/291528.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/291528.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/291528.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/291528.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/291528.ome.tiff,1670.0,695.0,67715.0,"(1205, 726)",32.0,65.12,False,center,763.0,1048.0,Mode A,False,0.22,37.0,30.0,5.308317,485.68423338237596,484.57515370716595,Interactive,3500000922,lamin B1,Old,"[0.108333, 0.108333, 0.108333]",-0.708,0.6048,0.37,0.7244,-0.5294,-0.3357,0.0565,0.237,nuclear envelope,1700,475,9.0,0.1935822475641184,16,0,"[(291540, 111.2558940788268)]",20228,['Pipeline 4'],test
123202,s3://allencell-hipsc-cytodata/register/625950.ome.zarr,20.845263172654033,329,262,109,57,76,17,23290.0,17344.0,10.074969,M0,1672.643734538058,2349.8490780491725,625950,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/625950.ome.tiff,"Lysosomal membrane glycoprotein which plays an important role in lysosome biogenesis, autophagy, and cholesterol homeostasis (By similarity).
Also plays an important role in NK-cells cytotoxicity (PubMed:23632890, PubMed:2022921).
Mechanistically, participates in cytotoxic granule movement to the cell surface and perforin trafficking to the lytic granule (PubMed:23632890).
In addition, protects NK-cells from degranulation-associated damage induced by their own cytotoxic granule content (PubMed:23847195).
Presents carbohydrate ligands to selectins. Also implicated in tumor cell metastasis",418.0,397.0,0,True,True,True,8260,LAMP1,ZSD-1,s3://allencell-hipsc-cytodata/max_projection_x/625950.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/625950.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/625950.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/625950.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/625950.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/625950.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/625950.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/625950.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/625950.ome.tiff,2269.0,879.0,50761.0,"(929, 430)",36.0,126.49,False,center,531.0,857.0,Mode B,False,0.5,29.0,22.0,7.366644,673.366967295264,739.4591290425303,Interactive,3500001504,LAMP-1,Old,"[0.108333, 0.108333, 0.108333]",0.4672,1.4728,-0.119,-0.2009,0.4613,0.0213,0.9423,0.0034,lysosomes,800,440,92.0,0.13739899164934044,10,0,"[(625944, 108.47366153488385), (625949, 247.67865101638273), (625954, 209.03167304265813)]",73302,['Pipeline 4.1'],train
43503,s3://allencell-hipsc-cytodata/register/405630.ome.zarr,-58.66022821022342,320,247,78,66,111,14,44537.0,35575.0,7.041645,M0,1092.9303575770139,1256.293522586006,405630,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/405630.ome.tiff,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.",471.0,400.0,0,True,True,True,16461,TUBA1B,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/405630.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/405630.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/405630.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/405630.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/405630.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/405630.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/405630.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/405630.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/405630.ome.tiff,2176.0,773.0,24331.0,"(856, 943)",22.0,104.0,False,center,966.0,782.0,Mode B,False,0.15,37.0,32.0,5.308317,455.733862137648,410.1117808804214,Interactive,3500000523,alpha-tubulin,Old,"[0.108333, 0.108333, 0.108333]",-0.6828,-0.5088,0.7554,-0.2176,-0.5637,0.2492,-0.3108,0.2201,microtubules,3200,1100,78.0,0.1791020103030032,20,0,"[(405632, 149.71880938407196), (405637, 95.92102213013307), (405640, 185.5119811886229), (405645, 220.94868256098158)]",90860,['Pipeline 4'],valid
19180,s3://allencell-hipsc-cytodata/register/348710.ome.zarr,82.97868934793998,406,207,113,54,73,11,29807.0,21322.0,11.158299,M0,1478.881732480668,1494.9099310705612,348710,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/348710.ome.tiff,Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity). Required for the translocation across the mitochondrial outer membrane of cytochrome P450 monooxygenases,438.0,400.0,0,True,True,True,3870,TOMM20,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/348710.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/348710.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/348710.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/348710.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/348710.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/348710.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/348710.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/348710.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/348710.ome.tiff,2780.0,934.0,47191.0,"(962, 595)",28.0,50.12,False,center,611.0,844.0,Mode B,False,0.39,42.0,35.0,7.908309,491.03586711575997,450.1875897670457,Interactive,3500001016,Tom20,Old,"[0.108333, 0.108333, 0.108333]",0.3579,-1.4523,2.1482,1.7584,0.6631,-0.1853,0.4847,-0.4178,mitochondria,815,410,39.0,0.1294783438954373,30,0,"[(348695, 195.57463024717893), (348697, 172.1263293380877), (348699, 96.43628312351886)]",29335,['Pipeline 4'],valid
2989,s3://allencell-hipsc-cytodata/register/263726.ome.zarr,-24.312632519848663,356,236,92,59,125,17,26281.0,19443.0,8.233308,M0,1347.3207365349779,1673.6421139795034,263726,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/263726.ome.tiff,Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity). Required for the translocation across the mitochondrial outer membrane of cytochrome P450 monooxygenases,464.0,397.0,0,True,True,True,1098,TOMM20,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/263726.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/263726.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/263726.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/263726.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/263726.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/263726.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/263726.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/263726.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/263726.ome.tiff,3226.0,933.0,32755.0,"(647, 480)",11.0,268.72,False,center,471.0,608.0,Mode C,False,0.29,,,5.849982,463.197982871052,421.0394664671901,Interactive,3500000807,Tom20,Old,"[0.108333, 0.108333, 0.108333]",-0.5637,-0.3098,0.1499,1.052,1.2442,0.1778,0.6148,-0.8166,mitochondria,815,410,38.0,0.15790700349704848,19,0,"[(263716, 147.9651005242749), (263722, 212.13500414606457), (263723, 172.3363751380001)]",6775,['Pipeline 4'],valid
80934,s3://allencell-hipsc-cytodata/register/747239.ome.zarr,-44.88493824284264,380,349,117,95,136,15,28594.0,22282.0,11.158299,M1M2,2151.192456275922,3572.7810567379347,747239,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/747239.ome.tiff,Transfers sialic acid from CMP-sialic acid to galactose-containing acceptor substrates.,443.0,399.0,0,True,True,True,15151,ST6GAL1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/747239.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/747239.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/747239.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/747239.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/747239.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/747239.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/747239.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/747239.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/747239.ome.tiff,3405.0,1003.0,,"(-1, -1)",0.0,0.0,False,edge,491.0,387.0,Mode C,False,0.45,38.0,30.0,8.774973,875.649333586068,1086.6226096220203,Interactive,3500001289,sialyltransferase 1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,Golgi,490,400,22.0,0.07585555860151293,6,0,"[(747245, 161.00697685419283), (747249, 197.38340326468267)]",50360,['Pipeline 4.1'],test
28957,s3://allencell-hipsc-cytodata/register/416100.ome.zarr,-61.72142918032825,244,245,144,72,93,15,50698.0,35285.0,14.08329,M0,1252.58743062297,1550.608706855407,416100,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/416100.ome.tiff,"Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110.
Involved in global genome nucleotide excision repair (GG-NER) by acting as component of the XPC complex. Cooperatively with RAD23B appears to stabilize XPC. In vitro, stimulates DNA binding of the XPC:RAD23B dimer.
The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA helix such as single-stranded loops, mismatched bubbles or single-stranded overhangs. The orientation of XPC complex binding appears to be crucial for inducing a productive NER. XPC complex is proposed to recognize and to interact with unpaired bases on the undamaged DNA strand which is followed by recruitment of the TFIIH complex and subsequent scanning for lesions in the opposite strand in a 5'-to-3' direction by the NER machinery. Cyclobutane pyrimidine dimers (CPDs) which are formed upon UV-induced DNA damage esacpe detection by the XPC complex due to a low degree of structural perurbation. Instead they are detected by the UV-DDB complex which in turn recruits and cooperates with the XPC complex in the respective DNA repair.
As a component of the TREX-2 complex, involved in the export of mRNAs to the cytoplasm through the nuclear pores",440.0,403.0,0,True,True,True,9609,CETN2,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/416100.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/416100.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/416100.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/416100.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/416100.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/416100.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/416100.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/416100.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/416100.ome.tiff,2799.0,1001.0,8085.0,"(689, 364)",10.0,85.04,False,center,370.0,662.0,Mode B,False,0.21,25.0,22.0,9.424971,481.318426915668,468.74876276079056,Interactive,3500001581,centrin-2,Old,"[0.108333, 0.108333, 0.108333]",1.7554,-1.196,0.7316,0.6892,-1.1334,-0.0276,1.0646,-0.5483,centrioles,800,440,2.0,0.0005269655444433528,28,0,"[(416089, 108.42508910086794), (416099, 111.62454388389153), (416111, 137.72850051367482), (416114, 102.25440416007723)]",83392,['Pipeline 4.2'],train
10742,s3://allencell-hipsc-cytodata/register/323398.ome.zarr,54.71243275843741,312,248,135,97,135,16,23807.0,15355.0,12.99996,M0,1265.943042878652,1554.6428600103595,323398,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/323398.ome.tiff,Central component of the receptor complex responsible for the recognition and translocation of cytosolically synthesized mitochondrial preproteins. Together with TOM22 functions as the transit peptide receptor at the surface of the mitochondrion outer membrane and facilitates the movement of preproteins into the TOM40 translocation pore (By similarity). Required for the translocation across the mitochondrial outer membrane of cytochrome P450 monooxygenases,510.0,405.0,0,True,True,True,3079,TOMM20,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/323398.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/323398.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/323398.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/323398.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/323398.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/323398.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/323398.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/323398.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/323398.ome.tiff,8612.0,1629.0,28571.0,"(432, 465)",10.0,170.18,False,center,522.0,425.0,Mode A,False,0.28,37.0,35.0,8.883306,505.68244364923197,486.4123271420561,Interactive,3500000961,Tom20,Old,"[0.108333, 0.108333, 0.108333]",1.4241,-0.8709,-0.0265,-0.4043,-0.1768,-0.3075,-0.6384,0.5319,mitochondria,815,410,18.0,0.11083249249925915,38,0,"[(323361, 111.93521722597892), (323368, 137.20773883784295)]",22326,['Pipeline 4'],train
123860,s3://allencell-hipsc-cytodata/register/632182.ome.zarr,20.914475253789867,312,295,111,88,87,15,45864.0,36209.0,10.508301,M4M5,1762.4713761944638,3279.1587856325577,632182,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/632182.ome.tiff,"Lysosomal membrane glycoprotein which plays an important role in lysosome biogenesis, autophagy, and cholesterol homeostasis (By similarity).
Also plays an important role in NK-cells cytotoxicity (PubMed:23632890, PubMed:2022921).
Mechanistically, participates in cytotoxic granule movement to the cell surface and perforin trafficking to the lytic granule (PubMed:23632890).
In addition, protects NK-cells from degranulation-associated damage induced by their own cytotoxic granule content (PubMed:23847195).
Presents carbohydrate ligands to selectins. Also implicated in tumor cell metastasis",458.0,397.0,0,True,True,True,8319,LAMP1,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/632182.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/632182.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/632182.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/632182.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/632182.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/632182.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/632182.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/632182.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/632182.ome.tiff,1072.0,596.0,29150.0,"(537, 189)",16.0,217.62,False,center,199.0,495.0,Mode B,False,0.43,29.0,22.0,9.966636,716.5321183290059,170.64353419422173,Interactive,3500001505,LAMP-1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,lysosomes,800,440,176.0,0.15624851684490468,1,0,"[(632185, 124.16739593135543), (632191, 216.69002877789094), (632197, 155.25721934278553), (632198, 258.73358608456556), (632202, 124.49428865455172)]",73396,['Pipeline 4.1'],train
110500,s3://allencell-hipsc-cytodata/register/548118.ome.zarr,5.8656807452485795,404,275,128,61,65,18,39743.0,30026.0,12.024963,M0,1965.0119353408259,2253.4184508224057,548118,membrane,s3://allencell-hipsc-cytodata/center_slice/548118.ome.tiff,"TJP1, TJP2, and TJP3 are closely related scaffolding proteins that link tight junction (TJ) transmembrane proteins such as claudins, junctional adhesion molecules, and occludin to the actin cytoskeleton (PubMed:7798316, PubMed:9792688).
The tight junction acts to limit movement of substances through the paracellular space and as a boundary between the compositionally distinct apical and basolateral plasma membrane domains of epithelial and endothelial cells. Necessary for lumenogenesis, and particularly efficient epithelial polarization and barrier formation (By similarity).
Plays a role in the regulation of cell migration by targeting CDC42BPB to the leading edge of migrating cells (PubMed:21240187).
Plays an important role in podosome formation and associated function, thus regulating cell adhesion and matrix remodeling (PubMed:20930113).
With TJP2 and TJP3, participates in the junctional retention and stability of the transcription factor DBPA, but is not involved in its shuttling to the nucleus (By similarity).",433.0,401.0,0,True,True,True,7311,TJP1,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/548118.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/548118.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/548118.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/548118.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/548118.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/548118.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/548118.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/548118.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/548118.ome.tiff,2109.0,801.0,19834.0,"(322, 1179)",7.0,48.17,False,center,1206.0,282.0,Mode C,False,0.23,35.0,27.0,9.099972,694.42142106213,712.2486198013409,Interactive,3500001410,ZO-1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,tight junctions,1500,420,,,3,0,"[(548121, 85.2347033843368), (548148, 125.96505993787235), (548161, 232.3547351789419)]",60641,['Pipeline 4.1'],train
174463,s3://allencell-hipsc-cytodata/register/660185.ome.zarr,75.99806217048449,279,215,117,72,75,17,18117.0,14090.0,10.941633,M0,1161.3279922221059,1428.8797564400977,660185,nuclear periphery,s3://allencell-hipsc-cytodata/center_slice/660185.ome.tiff,"Component of the nuclear pore complex (NPC), a complex required for the trafficking across the nuclear envelope. Functions as a scaffolding element in the nuclear phase of the NPC essential for normal nucleocytoplasmic transport of proteins and mRNAs. Involved in the quality control and retention of unspliced mRNAs in the nucleus; in association with TPR, regulates the nuclear export of unspliced mRNA species bearing constitutive transport element (CTE) in a NXF1- and KHDRBS1-independent manner. Mediates TPR anchoring to the nuclear membrane at NPC. The repeat-containing domain may be involved in anchoring other components of the NPC to the pore membrane. Possible DNA-binding subunit of the nuclear pore complex (NPC).",462.0,403.0,0,True,True,True,140298,NUP153,ZSD-2,s3://allencell-hipsc-cytodata/max_projection_x/660185.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/660185.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/660185.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/660185.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/660185.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/660185.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/660185.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/660185.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/660185.ome.tiff,3225.0,1352.0,21596.0,"(719, 490)",21.0,112.64,False,center,477.0,689.0,Mode A,False,0.32,33.0,28.0,7.041645,457.89329329322396,435.7279541442045,Triggered,3500002699,Nup153,Old,"[0.108333, 0.108333, 0.108333]",1.1121,-0.9868,0.3279,0.2667,-0.5955,-0.5961,-0.3271,-0.1588,nuclear pores,600,420,117.0,0.047045414740734176,7,0,"[(660181, 106.08500468717308), (660187, 114.72251926266375), (660195, 112.73859897413946), (660196, 198.49245873447433), (660198, 151.0788960698301)]",177962,['Pipeline 4.4'],train
128403,s3://allencell-hipsc-cytodata/register/682384.ome.zarr,-73.30397641356987,366,288,139,52,118,13,26303.0,17569.0,13.758291,M0,1684.191996804834,1744.3167139093812,682384,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/682384.ome.tiff,"Lysosomal membrane glycoprotein which plays an important role in lysosome biogenesis, autophagy, and cholesterol homeostasis (By similarity).
Also plays an important role in NK-cells cytotoxicity (PubMed:23632890, PubMed:2022921).
Mechanistically, participates in cytotoxic granule movement to the cell surface and perforin trafficking to the lytic granule (PubMed:23632890).
In addition, protects NK-cells from degranulation-associated damage induced by their own cytotoxic granule content (PubMed:23847195).
Presents carbohydrate ligands to selectins. Also implicated in tumor cell metastasis",438.0,397.0,0,True,True,True,8854,LAMP1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/682384.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/682384.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/682384.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/682384.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/682384.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/682384.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/682384.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/682384.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/682384.ome.tiff,1142.0,743.0,28184.0,"(879, 1045)",49.0,164.44,False,ridge,1044.0,969.0,Mode C,False,0.4,31.0,22.0,9.099972,488.92338011574,463.2944554696634,Interactive,3500001535,LAMP-1,Old,"[0.108333, 0.108333, 0.108333]",,,,,,,,,lysosomes,800,440,95.0,0.046799713014490645,38,0,"[(682354, 193.75819425205438), (682358, 120.05113846390147), (682360, 182.84020285076863), (682369, 87.59790863371722), (682373, 188.90454299021243), (682374, 97.72573060139791)]",74168,['Pipeline 4.1'],train
114220,s3://allencell-hipsc-cytodata/register/539696.ome.zarr,27.154483218626613,361,349,81,52,109,12,23882.0,18765.0,7.58331,M0,1897.0837422512939,2458.942852273521,539696,cytoplasm,s3://allencell-hipsc-cytodata/center_slice/539696.ome.tiff,F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein.,435.0,398.0,0,True,False,True,11097,ACTN1,ZSD-3,s3://allencell-hipsc-cytodata/max_projection_x/539696.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_y/539696.ome.tiff,s3://allencell-hipsc-cytodata/max_projection_z/539696.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_x/539696.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_y/539696.ome.tiff,s3://allencell-hipsc-cytodata/mean_projection_z/539696.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_x/539696.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_y/539696.ome.tiff,s3://allencell-hipsc-cytodata/median_projection_z/539696.ome.tiff,928.0,575.0,62731.0,"(419, 1213)",7.0,193.49,False,center,1210.0,452.0,Mode B,False,0.37,36.0,28.0,5.633316,675.4325101397279,699.916036882009,Interactive,3500001858,alpha-actinin-1,Old,"[0.108333, 0.108333, 0.108333]",-0.9225,1.9539,-0.0164,-0.2333,-1.1738,-0.4472,0.0112,-0.041,actin bundles,730,440,,,11,0,"[(539698, 169.71355831772613), (539705, 138.53132803687734), (539707, 241.153447135921), (539710, 257.3287268147421)]",114788,['Pipeline 4.2'],train
